transaction_id,transaction_date,customer_id,Purchase_id,Product_Name,product_category,Sales_Channel,purchase_price,sale_price,discount_percentage,quantity_sold,Inventory_Status,region,Payment_Method
228,08/01/2025,1228,100228,SuperWidget 2000,home goods,Oniline,841.96,837.85,,149,Low Stock,Abu Dhabi,Card
229,3/16/2026,1229,100229,,home goods,Retail,902.34,215.12,36.04,853,Low Stock,,Online
230,3/15/2025,1230,100230,MegaGizmo X,electronics,Retail,621.06,763.29,38.03,782,Out of Stock,Sharjah,Card
231,03/08/2025,1231,100231,InnoTech 3000,electronics,Oniline,401.39,697.9,41.21,960,In Stock,Ajman,Cash
232,02/03/2026,1232,100232,PowerTech Max,clothing,Retail,351.56,1223.48,7.14,265,,Ajman,Online
233,02/01/2025,1233,100233,,home goods,Retail,80.19,953.44,29.13,828,In Stock,Sharjah,Online
234,12/01/2025,1234,100234,FutureTech 10000,clothing,Retail,978.42,977.66,14.03,935,In Stock,Dubai,Cash
235,12/30/2025,1235,100235,SuperWidget 2000,appliances,Oniline,489.04,131.37,,529,Low Stock,Abu Dhabi,Online
236,02/03/2025,1236,100236,GigaGadget 9000,home goods,Retail,302.71,786.02,20.39,609,Low Stock,Abu Dhabi,Card
237,4/27/2025,1237,100237,FutureTech 10000,home goods,Retail,173.96,624.26,30.59,521,Out of Stock,Ajman,Card
238,5/27/2025,1238,100238,,accessories,Oniline,604.47,470.64,31.06,500,Low Stock,Abu Dhabi,Online
239,07/10/2025,1239,100239,MegaGizmo X,home goods,Oniline,61.42,437.83,7.12,279,Out of Stock,Ajman,Cash
240,7/25/2025,1240,100240,UltimateGadget Pro,electronics,,50.2,728.63,15.96,809,Out of Stock,Abu Dhabi,Card
241,05/01/2025,1241,100241,EcoFriendly Tech,electronics,Oniline,113.87,92.62,27.19,527,Low Stock,Ajman,
242,02/04/2026,1242,100242,PowerTech Max,clothing,Oniline,879.77,1278.65,,668,Low Stock,,Cash
243,09/09/2025,1243,100243,UltimateGadget Pro,,Retail,339.14,258.19,31.05,949,Out of Stock,Dubai,Online
244,10/11/2025,1244,100244,PowerTech Max,electronics,Retail,814.32,421.77,,781,Low Stock,Dubai,Cash
245,8/31/2025,1245,100245,PowerTech Max,electronics,Oniline,56.82,1478.36,4.64,831,Out of Stock,Sharjah,Online
246,3/16/2025,1246,100246,MegaGizmo X,appliances,Retail,11.41,1110.37,28.83,604,Out of Stock,Dubai,Online
247,12/05/2025,1247,100247,InnoTech 3000,home goods,Retail,615.67,338.31,39.83,172,Low Stock,Dubai,Cash
248,1/20/2025,1248,100248,UltimateGadget Pro,appliances,Retail,85.14,327.21,8.01,50,In Stock,Ajman,Cash
249,8/22/2025,1249,100249,GigaGadget 9000,accessories,Oniline,434.59,1091.51,39.74,676,Out of Stock,Ajman,Online
250,05/07/2025,1250,100250,GigaGadget 9000,home goods,Retail,444.16,322.06,8.83,294,Low Stock,Sharjah,Card
251,12/30/2025,1251,100251,PowerTech Max,clothing,Oniline,687.58,1070.25,25.78,413,Out of Stock,Abu Dhabi,Online
252,9/13/2025,1252,100252,InnoTech 3000,home goods,Retail,867.51,526.47,,938,Low Stock,,
253,1/23/2025,1253,100253,InnoTech 3000,clothing,Oniline,427.59,358.99,19.79,392,Out of Stock,Dubai,Cash
254,1/25/2026,1254,100254,SmartTech Elite,electronics,Oniline,989.41,608.97,1.59,799,Low Stock,Abu Dhabi,
255,11/07/2025,1255,100255,EcoFriendly Tech,appliances,Oniline,524.96,39.27,7.09,382,In Stock,Sharjah,Online
256,10/11/2025,1256,100256,SmartTech Elite,home goods,Retail,159.75,15.48,40.77,502,Out of Stock,Dubai,Card
257,8/30/2025,1257,100257,GigaGadget 9000,electronics,Retail,515.61,626.39,35.51,343,In Stock,Abu Dhabi,Cash
258,02/09/2026,1258,100258,MegaGizmo X,electronics,Oniline,606.84,131.79,2.31,62,In Stock,Ajman,Card
259,01/12/2025,1259,100259,PowerTech Max,electronics,Retail,455,867.93,,487,Low Stock,,Cash
260,1/30/2025,1260,100260,UltimateGadget Pro,accessories,Oniline,713.17,105.42,8.99,996,Low Stock,Ajman,Online
261,03/07/2025,1261,100261,SmartTech Elite,clothing,Oniline,49.04,1256.99,42.24,935,Out of Stock,Abu Dhabi,Online
262,02/08/2026,1262,100262,MegaGizmo X,appliances,Retail,369.82,36.14,33.06,473,Out of Stock,Dubai,Online
263,01/09/2026,1263,100263,SuperWidget 2000,electronics,Retail,175.56,169.91,23.99,335,Out of Stock,Sharjah,Card
264,03/12/2026,1264,100264,GigaGadget 9000,clothing,Oniline,289.55,798.57,0.32,215,In Stock,Dubai,Card
265,2/20/2026,1265,100265,SmartTech Elite,home goods,Retail,976.85,1429.81,31.59,386,Out of Stock,Sharjah,Card
266,05/02/2025,1266,100266,TechSavvy 5000,accessories,Oniline,383.82,527.16,6.96,89,,Dubai,Card
267,3/20/2025,1267,100267,PowerTech Max,electronics,Oniline,695.51,668.15,14,846,Low Stock,Sharjah,Cash
268,6/25/2025,1268,100268,FutureTech 10000,electronics,Retail,75.02,458.51,37.32,577,Low Stock,Sharjah,Cash
269,12/02/2025,1269,100269,PowerTech Max,home goods,Oniline,131.26,1332.33,33.84,396,Low Stock,Sharjah,Card
270,4/26/2025,1270,100270,PowerTech Max,home goods,Retail,445.92,1174.1,41.9,363,Low Stock,Sharjah,Card
271,10/07/2025,1271,100271,InnoTech 3000,,Retail,678.55,440.06,48.8,350,Out of Stock,Dubai,Cash
272,09/05/2025,1272,100272,InnoTech 3000,accessories,Retail,599.01,505.45,39.32,558,Out of Stock,Abu Dhabi,Card
273,5/20/2025,1273,100273,UltimateGadget Pro,accessories,Retail,93.76,1448.04,33.48,448,In Stock,Abu Dhabi,Card
274,2/21/2025,1274,100274,SmartTech Elite,home goods,Oniline,759.3,1179.95,48.35,994,Low Stock,Ajman,Online
275,08/07/2025,1275,100275,GigaGadget 9000,clothing,Retail,873.07,1243.62,36.52,766,Out of Stock,Sharjah,Cash
276,06/09/2025,1276,100276,SmartTech Elite,home goods,Oniline,190.01,194.41,22.68,554,Low Stock,,Online
277,12/22/2025,1277,100277,UltimateGadget Pro,appliances,Retail,989.01,1185.54,15.77,347,Low Stock,Abu Dhabi,Cash
278,12/29/2025,1278,100278,TechSavvy 5000,home goods,Retail,89.29,1196.61,43.34,22,Out of Stock,Ajman,
279,6/30/2025,1279,100279,UltimateGadget Pro,electronics,Retail,106.4,1109.69,36.24,891,Low Stock,Dubai,Cash
280,2/15/2026,1280,100280,PowerTech Max,home goods,Oniline,886.14,1406.76,,182,Low Stock,Abu Dhabi,Card
281,1/22/2025,1281,100281,MegaGizmo X,electronics,Retail,822.1,1187.16,26.94,569,Out of Stock,Sharjah,Online
282,9/23/2025,1282,100282,InnoTech 3000,accessories,Retail,334.42,577.4,43.09,705,In Stock,Ajman,Online
283,11/03/2025,1283,100283,SmartTech Elite,clothing,Retail,405.27,1424.53,2.07,160,Out of Stock,Ajman,Online
284,11/30/2025,1284,100284,MegaGizmo X,accessories,Retail,466.68,891.13,33.29,988,Out of Stock,Abu Dhabi,Online
285,1/14/2026,1285,100285,,appliances,Oniline,766.38,1324.72,8.86,324,In Stock,Dubai,Card
286,8/17/2025,1286,100286,,home goods,,167.63,1424.59,3.98,315,Low Stock,Sharjah,Card
287,02/11/2025,1287,100287,TechSavvy 5000,home goods,Oniline,290.18,768.14,14.27,848,Out of Stock,Sharjah,Online
288,05/09/2025,1288,100288,SuperWidget 2000,accessories,Oniline,150.91,902.27,23.81,225,Out of Stock,Sharjah,
289,08/07/2025,1289,100289,SmartTech Elite,clothing,Oniline,749.69,671.18,21.53,600,Low Stock,Ajman,Online
290,08/12/2025,1290,100290,EcoFriendly Tech,clothing,Oniline,637.86,583.72,6.93,74,Out of Stock,Ajman,
291,02/10/2026,1291,100291,UltimateGadget Pro,electronics,Retail,307.03,125.55,45.14,37,In Stock,Ajman,
292,04/01/2025,1292,100292,InnoTech 3000,home goods,Retail,35.66,112.35,14.61,185,In Stock,Sharjah,Online
293,6/17/2025,1293,100293,EcoFriendly Tech,accessories,Retail,175.33,1473.21,5.66,902,Out of Stock,Sharjah,Cash
294,03/06/2025,1294,100294,MegaGizmo X,accessories,Oniline,309.56,1104.71,18.98,741,Out of Stock,Ajman,Cash
295,1/16/2025,1295,100295,SuperWidget 2000,appliances,Oniline,408.97,58.16,44.62,963,In Stock,Dubai,Card
296,5/17/2025,1296,100296,TechSavvy 5000,appliances,Retail,123.69,1270.36,36.83,131,Out of Stock,Dubai,Online
297,05/01/2025,1297,100297,,accessories,Oniline,309.83,710.53,40.95,38,Low Stock,Ajman,Cash
298,01/12/2026,1298,100298,GigaGadget 9000,,Oniline,735.95,61.77,43.1,920,,Abu Dhabi,Card
299,8/26/2025,1299,100299,EcoFriendly Tech,clothing,Oniline,559.28,334.03,36.1,573,,Dubai,Card
300,09/01/2025,1300,100300,InnoTech 3000,clothing,Oniline,564.69,965.72,36.76,451,Low Stock,Sharjah,Online
301,9/18/2025,1301,100301,UltimateGadget Pro,appliances,Retail,698.44,108.77,14.37,969,In Stock,Dubai,Online
302,12/08/2025,1302,100302,MegaGizmo X,home goods,Oniline,680.34,1325.82,20.39,858,,Ajman,Online
303,8/22/2025,1303,100303,,home goods,Retail,48.79,1324.36,32.21,434,Low Stock,Abu Dhabi,Online
304,8/16/2025,1304,100304,GigaGadget 9000,accessories,Retail,65.01,50.19,8.06,64,In Stock,,
305,07/12/2025,1305,100305,TechSavvy 5000,,Retail,579.09,996.42,4.06,954,In Stock,,Cash
306,11/04/2025,1306,100306,SuperWidget 2000,,Oniline,192.68,1465.85,,416,Low Stock,Sharjah,Card
307,06/12/2025,1307,100307,SmartTech Elite,electronics,Retail,67.81,1218.45,33.41,137,In Stock,Dubai,Cash
308,10/26/2025,1308,100308,SmartTech Elite,accessories,Retail,510.62,45.97,19.61,772,Out of Stock,Ajman,Online
309,3/22/2026,1309,100309,PowerTech Max,appliances,Retail,619.41,559.98,22.87,720,Low Stock,Abu Dhabi,Online
310,4/14/2025,1310,100310,TechSavvy 5000,electronics,Retail,920.91,1435.29,22.04,210,Low Stock,Sharjah,Card
311,3/29/2026,1311,100311,PowerTech Max,clothing,Oniline,527.46,1484.74,34,656,Low Stock,Sharjah,Online
312,3/19/2026,1312,100312,InnoTech 3000,,,745.69,1464.52,33.06,39,In Stock,Abu Dhabi,Cash
313,7/22/2025,1313,100313,SuperWidget 2000,accessories,Oniline,780.43,1011.49,27.85,215,Low Stock,Dubai,Cash
314,08/01/2025,1314,100314,UltimateGadget Pro,appliances,Retail,838.14,1381.95,4.32,595,Low Stock,Ajman,Cash
315,1/16/2025,1315,100315,PowerTech Max,home goods,Retail,386.34,1258.16,36.85,818,Out of Stock,Ajman,Online
316,03/11/2025,1316,100316,UltimateGadget Pro,appliances,Retail,989.98,843.76,25.95,516,In Stock,Abu Dhabi,Card
317,3/24/2025,1317,100317,GigaGadget 9000,home goods,Retail,64.13,687.84,5.06,181,In Stock,Ajman,Online
318,7/18/2025,1318,100318,EcoFriendly Tech,clothing,Retail,119.02,465.72,9.35,149,,Abu Dhabi,Cash
319,5/17/2025,1319,100319,SuperWidget 2000,,Retail,710.55,179.99,44.72,901,Out of Stock,Ajman,Card
320,03/12/2026,1320,100320,EcoFriendly Tech,home goods,Oniline,619.96,1210.91,40.24,354,In Stock,Abu Dhabi,Cash
321,01/12/2026,1321,100321,GigaGadget 9000,accessories,Oniline,464.77,1181.06,16.04,774,Low Stock,Ajman,Cash
322,5/22/2025,1322,100322,TechSavvy 5000,clothing,Oniline,869.72,616.55,27.6,567,In Stock,Abu Dhabi,Card
323,1/26/2026,1323,100323,MegaGizmo X,,Retail,442.13,501.77,25.86,874,Low Stock,Abu Dhabi,Online
324,7/30/2025,1324,100324,FutureTech 10000,clothing,Oniline,533.05,1333.84,,885,Low Stock,Abu Dhabi,Online
325,8/16/2025,1325,100325,SuperWidget 2000,clothing,Oniline,603.37,955.71,45.53,487,Low Stock,Sharjah,Card
326,01/12/2025,1326,100326,MegaGizmo X,electronics,Retail,420.69,1159.95,33.71,540,Out of Stock,Sharjah,Online
327,3/19/2026,1327,100327,MegaGizmo X,,Retail,214.94,1488.79,23.42,401,,Abu Dhabi,Cash
328,07/08/2025,1328,100328,MegaGizmo X,clothing,Oniline,836.3,644.45,,275,In Stock,Dubai,Cash
329,2/28/2025,1329,100329,PowerTech Max,home goods,Retail,797.73,39.16,24.46,905,Low Stock,Dubai,Cash
330,12/15/2025,1330,100330,,accessories,Retail,598.42,742.4,18.93,301,In Stock,Dubai,Card
331,1/17/2025,1331,100331,GigaGadget 9000,home goods,Oniline,597.23,1116.23,13.26,950,Out of Stock,Dubai,Card
332,09/11/2025,1332,100332,TechSavvy 5000,electronics,Retail,884.45,710.94,,445,In Stock,Ajman,Cash
333,6/24/2025,1333,100333,TechSavvy 5000,electronics,Retail,946.44,25.5,21.22,714,Low Stock,Dubai,Cash
334,04/01/2025,1334,100334,InnoTech 3000,accessories,Oniline,264.62,364.26,34.46,949,Out of Stock,Ajman,Online
335,08/02/2025,1335,100335,PowerTech Max,appliances,Retail,445.49,1033.76,1.28,796,Low Stock,Abu Dhabi,Cash
336,05/04/2025,1336,100336,SuperWidget 2000,electronics,Oniline,25.73,1132.81,35.84,859,Low Stock,Dubai,Card
337,04/07/2025,1337,100337,UltimateGadget Pro,accessories,Retail,517.78,885.27,1.19,456,Out of Stock,Abu Dhabi,Card
338,03/10/2026,1338,100338,PowerTech Max,electronics,Retail,672.44,1418.19,27.1,997,Low Stock,Sharjah,Card
339,2/22/2025,1339,100339,InnoTech 3000,accessories,Oniline,192.56,1187.32,35.26,917,In Stock,Abu Dhabi,Cash
340,03/03/2026,1340,100340,EcoFriendly Tech,home goods,Oniline,962.94,754.57,39.12,562,Out of Stock,Sharjah,Cash
341,12/03/2025,1341,100341,UltimateGadget Pro,,Retail,162.61,1172.88,10.07,757,Out of Stock,Abu Dhabi,Cash
342,7/19/2025,1342,100342,EcoFriendly Tech,home goods,Oniline,333.91,789.79,32.01,197,In Stock,Sharjah,Card
343,3/29/2025,1343,100343,InnoTech 3000,appliances,Retail,249.96,423.12,19.72,520,In Stock,Sharjah,Cash
344,02/01/2025,1344,100344,EcoFriendly Tech,appliances,Retail,24.55,1172.78,18.38,508,In Stock,Ajman,Online
345,3/18/2026,1345,100345,FutureTech 10000,appliances,Retail,533.81,626.39,36.24,884,In Stock,Ajman,Online
346,2/13/2026,1346,100346,FutureTech 10000,accessories,Oniline,116.25,739.79,12.41,512,Low Stock,Sharjah,Card
347,4/16/2025,1347,100347,InnoTech 3000,appliances,Oniline,206,1173.04,28.33,811,Out of Stock,Abu Dhabi,Card
348,12/06/2025,1348,100348,PowerTech Max,,Oniline,430.24,1129.77,34.09,573,Out of Stock,Sharjah,Card
349,02/08/2026,1349,100349,EcoFriendly Tech,clothing,Retail,742.65,171.34,6.49,721,Out of Stock,,Online
350,7/29/2025,1350,100350,SuperWidget 2000,home goods,Oniline,97.78,531.34,46.49,975,In Stock,Abu Dhabi,Cash
351,6/28/2025,1351,100351,MegaGizmo X,electronics,Retail,594.39,609.35,38.41,942,Out of Stock,Dubai,Card
352,12/06/2025,1352,100352,TechSavvy 5000,electronics,Oniline,870.12,790.77,34.25,865,Out of Stock,Dubai,Cash
353,07/09/2025,1353,100353,UltimateGadget Pro,home goods,Retail,72.13,1312.87,2.5,307,Out of Stock,Abu Dhabi,Cash
354,01/10/2026,1354,100354,SmartTech Elite,electronics,Oniline,831.5,112.33,35.2,515,Low Stock,Abu Dhabi,Cash
355,2/13/2025,1355,100355,MegaGizmo X,home goods,Oniline,185.71,631.94,50,246,Out of Stock,,Card
356,01/08/2026,1356,100356,TechSavvy 5000,appliances,Retail,86.08,987.94,35.53,605,In Stock,Abu Dhabi,Cash
357,2/28/2025,1357,100357,PowerTech Max,home goods,Retail,641.85,1361.6,35.23,341,Out of Stock,Abu Dhabi,
358,6/27/2025,1358,100358,SmartTech Elite,electronics,Retail,768.19,525.75,36.8,639,Low Stock,Abu Dhabi,Online
359,4/17/2025,1359,100359,TechSavvy 5000,home goods,Retail,941.27,657.35,36.3,86,Low Stock,Sharjah,
360,3/21/2025,1360,100360,UltimateGadget Pro,home goods,Retail,676.81,353.27,36.67,698,Low Stock,Ajman,Online
361,09/11/2025,1361,100361,GigaGadget 9000,appliances,Retail,389.04,823.6,17.7,399,In Stock,Abu Dhabi,Cash
362,9/13/2025,1362,100362,SuperWidget 2000,electronics,Retail,457.02,1025.5,13.06,329,Low Stock,Dubai,Online
363,2/24/2025,1363,100363,PowerTech Max,electronics,Retail,397.5,299.66,27.74,60,In Stock,Dubai,Online
364,12/25/2025,1364,100364,MegaGizmo X,clothing,Oniline,27.18,1233.17,8.89,598,Out of Stock,Abu Dhabi,Online
365,10/01/2025,1365,100365,TechSavvy 5000,electronics,Oniline,234.91,808.94,35.88,368,Out of Stock,Ajman,Card
366,9/16/2025,1366,100366,TechSavvy 5000,appliances,Retail,177.32,1465.39,31.89,210,In Stock,Abu Dhabi,Cash
367,5/13/2025,1367,100367,TechSavvy 5000,home goods,Oniline,610.03,1483.71,30.04,383,In Stock,Sharjah,Online
368,02/01/2026,1368,100368,GigaGadget 9000,accessories,Oniline,49.32,1251.66,35.67,784,In Stock,Sharjah,
369,2/24/2025,1369,100369,MegaGizmo X,clothing,,80.72,1174.27,6.63,697,Out of Stock,Ajman,Cash
370,03/05/2025,1370,100370,FutureTech 10000,clothing,Retail,364.41,430.49,24.03,465,Out of Stock,Abu Dhabi,Cash
371,4/17/2025,1371,100371,PowerTech Max,clothing,Oniline,521.57,1399.52,6.57,910,In Stock,Sharjah,Cash
372,8/26/2025,1372,100372,FutureTech 10000,accessories,Retail,155.31,182.1,38.78,34,In Stock,Abu Dhabi,
373,8/17/2025,1373,100373,GigaGadget 9000,electronics,Retail,986.95,734.76,35.65,991,,Abu Dhabi,Online
374,09/02/2025,1374,100374,,home goods,Retail,65.37,68.63,20.83,66,Out of Stock,Ajman,Online
375,7/26/2025,1375,100375,,electronics,Retail,364.1,1202.57,12.33,709,Low Stock,Sharjah,Card
376,3/24/2026,1376,100376,EcoFriendly Tech,electronics,Oniline,593.68,69.83,44.67,909,Out of Stock,Dubai,Card
377,5/24/2025,1377,100377,UltimateGadget Pro,electronics,Oniline,944.51,1450.48,,965,Low Stock,Ajman,Online
378,03/01/2025,1378,100378,GigaGadget 9000,clothing,Retail,442.84,295.78,40.83,939,Out of Stock,Abu Dhabi,Online
379,03/06/2026,1379,100379,SuperWidget 2000,clothing,Oniline,638.39,1144.06,45.61,598,Out of Stock,Sharjah,Cash
380,01/12/2026,1380,100380,TechSavvy 5000,electronics,Retail,190.83,575.15,13.99,468,,Ajman,Cash
381,5/13/2025,1381,100381,FutureTech 10000,home goods,Retail,191.05,437.11,27.32,64,Low Stock,Abu Dhabi,Online
382,4/26/2025,1382,100382,InnoTech 3000,appliances,Oniline,85.61,1203.57,0.8,513,In Stock,Abu Dhabi,Cash
383,4/14/2025,1383,100383,TechSavvy 5000,appliances,Oniline,957.47,932.23,18.39,262,In Stock,Sharjah,
384,2/22/2026,1384,100384,GigaGadget 9000,accessories,Retail,410.42,420.68,15.92,332,Out of Stock,Sharjah,Cash
385,5/30/2025,1385,100385,UltimateGadget Pro,clothing,Oniline,318.7,1442.79,16.01,342,Out of Stock,Dubai,Cash
386,1/19/2025,1386,100386,InnoTech 3000,accessories,Oniline,362.97,802.69,30.71,865,Low Stock,Dubai,
387,10/05/2025,1387,100387,EcoFriendly Tech,home goods,Oniline,928.85,922.73,,658,Low Stock,Dubai,Card
388,11/22/2025,1388,100388,UltimateGadget Pro,accessories,Oniline,967.02,296.23,5.74,486,Out of Stock,Abu Dhabi,Card
389,12/01/2025,1389,100389,SuperWidget 2000,home goods,Retail,514.54,344.64,12.75,689,In Stock,Abu Dhabi,Cash
390,01/08/2026,1390,100390,GigaGadget 9000,appliances,Retail,853.52,1335.64,12.57,276,Out of Stock,Sharjah,Cash
391,11/09/2025,1391,100391,TechSavvy 5000,,Oniline,315.15,1363.92,20.24,564,Low Stock,Sharjah,Online
392,04/04/2025,1392,100392,PowerTech Max,home goods,Oniline,957.89,1342.15,40.95,394,Low Stock,Abu Dhabi,
393,10/16/2025,1393,100393,,clothing,Retail,517.49,362.12,39.93,296,Out of Stock,Abu Dhabi,Card
394,11/11/2025,1394,100394,MegaGizmo X,home goods,Retail,327.86,1252.83,43.19,345,Low Stock,,Online
395,4/25/2025,1395,100395,InnoTech 3000,clothing,Oniline,769.64,356.48,4.01,538,Out of Stock,Dubai,Online
396,09/02/2025,1396,100396,EcoFriendly Tech,appliances,Retail,348.85,1365.88,11.41,632,Low Stock,Dubai,Cash
397,1/15/2025,1397,100397,InnoTech 3000,home goods,Retail,244.65,728.46,10.1,358,Low Stock,Sharjah,
398,06/10/2025,1398,100398,InnoTech 3000,home goods,Retail,47.06,1043.67,27.76,642,In Stock,Abu Dhabi,Cash
399,12/06/2025,1399,100399,MegaGizmo X,clothing,Retail,248.07,945.32,33.96,226,Out of Stock,Dubai,Online
400,11/14/2025,1400,100400,GigaGadget 9000,home goods,Retail,178.71,1154.61,39.63,112,,Ajman,Online
401,12/31/2025,1401,100401,,accessories,,475.05,205.29,47.48,260,Low Stock,Sharjah,Cash
402,11/02/2025,1402,100402,EcoFriendly Tech,home goods,,297.44,1305.22,39.83,427,Low Stock,Ajman,Cash
403,11/12/2025,1403,100403,,appliances,Oniline,317.11,809.53,11.36,293,In Stock,Ajman,
404,07/08/2025,1404,100404,UltimateGadget Pro,clothing,Oniline,120.56,378.42,18.58,820,Out of Stock,Abu Dhabi,Online
405,05/11/2025,1405,100405,InnoTech 3000,appliances,Oniline,123.05,1007.9,26.58,165,In Stock,Sharjah,Cash
406,9/25/2025,1406,100406,SuperWidget 2000,,Retail,834.26,450.8,46.73,163,Out of Stock,Ajman,Card
407,12/08/2025,1407,100407,PowerTech Max,accessories,Retail,74.38,209.62,0.53,722,In Stock,Abu Dhabi,Cash
408,1/21/2025,1408,100408,PowerTech Max,electronics,Oniline,779.76,26.65,35.94,169,Low Stock,Sharjah,Online
409,05/09/2025,1409,100409,MegaGizmo X,electronics,Retail,86.92,310.82,33.76,412,In Stock,Ajman,
410,10/23/2025,1410,100410,PowerTech Max,clothing,Retail,587.43,641.24,0.18,475,Out of Stock,Sharjah,Card
411,11/22/2025,1411,100411,SmartTech Elite,electronics,Retail,607.01,1237.82,,571,Low Stock,Dubai,Card
412,5/30/2025,1412,100412,PowerTech Max,accessories,Retail,577.57,1461.06,32.88,653,In Stock,Abu Dhabi,Cash
413,02/08/2026,1413,100413,InnoTech 3000,electronics,Retail,276.16,941.98,10.85,500,Out of Stock,,Online
414,07/09/2025,1414,100414,MegaGizmo X,clothing,Oniline,941.25,492.81,5.35,377,Low Stock,Sharjah,Cash
415,9/22/2025,1415,100415,InnoTech 3000,home goods,Retail,425.73,951.19,6.79,33,Low Stock,Sharjah,Online
416,09/10/2025,1416,100416,MegaGizmo X,home goods,Retail,391.49,1450.97,29.03,257,In Stock,Abu Dhabi,Cash
417,1/30/2025,1417,100417,GigaGadget 9000,appliances,Retail,12.83,680.14,20.43,72,Low Stock,Ajman,Card
418,5/31/2025,1418,100418,SuperWidget 2000,home goods,,559.62,718.92,45.34,506,Out of Stock,Abu Dhabi,Cash
419,10/23/2025,1419,100419,PowerTech Max,appliances,Oniline,511.21,509.5,32.51,702,Out of Stock,Abu Dhabi,Online
420,11/05/2025,1420,100420,FutureTech 10000,clothing,Oniline,623.75,1470.68,,12,,Sharjah,Online
421,12/15/2025,1421,100421,TechSavvy 5000,home goods,Retail,205.53,1461.87,19.09,450,In Stock,Abu Dhabi,Online
422,02/05/2026,1422,100422,UltimateGadget Pro,clothing,Oniline,123.5,250.53,35.41,41,Out of Stock,Abu Dhabi,Card
423,11/05/2025,1423,100423,TechSavvy 5000,clothing,Retail,621.33,1396.52,30.85,933,In Stock,Abu Dhabi,
424,3/27/2026,1424,100424,EcoFriendly Tech,,Retail,898.25,187.59,5.64,223,Low Stock,Abu Dhabi,Card
425,12/11/2025,1425,100425,FutureTech 10000,accessories,Retail,360.1,1163.22,47.47,934,Low Stock,Abu Dhabi,Card
426,9/25/2025,1426,100426,TechSavvy 5000,appliances,Oniline,928.21,166.62,34.43,140,Low Stock,Dubai,Online
427,3/20/2025,1427,100427,,electronics,Retail,256.19,903.13,0.11,495,Low Stock,Dubai,Cash
428,08/09/2025,1428,100428,SmartTech Elite,electronics,Retail,82.13,488.07,43.92,313,In Stock,Ajman,Online
429,12/15/2025,1429,100429,EcoFriendly Tech,clothing,Retail,831.86,1465.48,27.82,478,Low Stock,Abu Dhabi,Cash
430,1/20/2025,1430,100430,SmartTech Elite,appliances,Retail,150.94,15.09,5.09,208,In Stock,Dubai,Cash
431,08/12/2025,1431,100431,UltimateGadget Pro,home goods,,769.03,977.11,48.24,415,In Stock,Sharjah,Card
432,01/03/2026,1432,100432,InnoTech 3000,electronics,Retail,614.09,525.06,40.99,454,In Stock,Sharjah,Online
433,3/13/2025,1433,100433,FutureTech 10000,clothing,Retail,801.65,1428.49,,884,Out of Stock,Dubai,Online
434,05/07/2025,1434,100434,SmartTech Elite,electronics,Oniline,773.59,1144.51,6.15,800,Low Stock,,Cash
435,8/24/2025,1435,100435,GigaGadget 9000,appliances,Oniline,258.94,460.08,16.95,623,Low Stock,Abu Dhabi,Card
436,3/15/2025,1436,100436,UltimateGadget Pro,accessories,Retail,644.1,1068.04,40.36,235,Out of Stock,Sharjah,Online
437,11/30/2025,1437,100437,FutureTech 10000,appliances,Oniline,728.75,1342.51,3.04,370,Out of Stock,Sharjah,Cash
438,11/07/2025,1438,100438,UltimateGadget Pro,electronics,Retail,908.11,1102.07,23.19,582,,Abu Dhabi,Card
439,02/04/2026,1439,100439,SmartTech Elite,accessories,Retail,479.04,614.36,34.31,316,Out of Stock,Ajman,Cash
440,02/03/2025,1440,100440,SmartTech Elite,electronics,Oniline,370.78,323.7,1.4,632,Out of Stock,Dubai,Card
441,3/30/2025,1441,100441,InnoTech 3000,accessories,Retail,91.04,293.36,44.33,253,Low Stock,Sharjah,Cash
442,3/17/2025,1442,100442,InnoTech 3000,appliances,Oniline,751.35,552.19,1.27,365,Out of Stock,Ajman,Online
443,12/06/2025,1443,100443,PowerTech Max,accessories,Retail,846.86,320.26,30.4,651,Out of Stock,Abu Dhabi,Online
444,06/02/2025,1444,100444,FutureTech 10000,electronics,Oniline,54.95,1086.93,5.49,108,Low Stock,Ajman,Cash
445,12/31/2025,1445,100445,GigaGadget 9000,electronics,Retail,777.75,1384.29,37.18,83,Low Stock,Ajman,Cash
446,3/29/2026,1446,100446,PowerTech Max,home goods,Retail,617.5,316.64,15.07,529,Low Stock,Ajman,
447,03/05/2026,1447,100447,UltimateGadget Pro,clothing,Oniline,359.29,691.57,40.45,170,In Stock,Ajman,Card
448,5/24/2025,1448,100448,GigaGadget 9000,appliances,Retail,535.65,605.49,22.58,430,Low Stock,Dubai,Card
449,06/07/2025,1449,100449,FutureTech 10000,electronics,Oniline,481.34,909.1,14.23,27,In Stock,Dubai,Cash
450,02/11/2026,1450,100450,PowerTech Max,home goods,,499,1178.94,0.1,343,In Stock,Abu Dhabi,Online
451,10/14/2025,1451,100451,EcoFriendly Tech,,Retail,638.54,1145.46,35.8,22,Out of Stock,Sharjah,Cash
452,3/25/2026,1452,100452,FutureTech 10000,accessories,Oniline,643.52,97.32,8.4,34,In Stock,Abu Dhabi,Card
453,3/24/2025,1453,100453,SmartTech Elite,accessories,Retail,841.87,365.94,11.2,137,Out of Stock,,Cash
